"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"surv[1,19]",0.257711377245509,0.0360585774718043,0.193602499370694,0.231,0.256499980506822,0.281674996671302,0.3277,1.08111875966103,30
"surv[1,20]",0.232177345309381,0.0373385113697268,0.165007493360219,0.205124995430359,0.229949994564036,0.257674996361225,0.30619249641547,1.09090648185093,27
"surv[1,21]",0.208768063872255,0.0383058066514816,0.140512478364729,0.181224994827824,0.2066,0.2347,0.286959890888552,1.09888516796458,26
"surv[1,22]",0.1873825249501,0.0389319890622035,0.11721993374466,0.1599,0.184599972914408,0.213874995615915,0.266074954085921,1.10529788800239,24
"surv[1,23]",0.167915499001996,0.0392191399327348,0.0969303143352471,0.140574940021309,0.165449992444847,0.19464998072805,0.247394998028457,1.11044783188312,23
"surv[1,24]",0.150253642714571,0.0391817952412312,0.0808437466120208,0.123024992381661,0.1471,0.1766,0.2309,1.11459230975843,23
"surv[1,25]",0.134272984031936,0.0388431300827202,0.066402702492416,0.106974921200056,0.130649990432453,0.16022494730678,0.215494997736436,1.11805356423302,22
"surv[1,26]",0.11985622754491,0.0382384278256513,0.054044741877257,0.0925874990887983,0.116549989274989,0.144649974063398,0.200779961053192,1.12087446572213,22
"surv[1,27]",0.10688130738523,0.0374041147200323,0.0436409995534317,0.0797424904807413,0.102749987834549,0.130724935406678,0.186097499344878,1.1232238464409,21
"surv[1,28]",0.0952311576846307,0.0363795355639573,0.0348554831439028,0.0686174278049561,0.0905449987575239,0.1175,0.173974929690749,1.1252154258147,21
"surv[1,29]",0.0847912874251497,0.035199433718529,0.0276539887588962,0.0587299362208294,0.0800699943799174,0.106074991159135,0.162669891606114,1.12688397454321,21
"surv[1,30]",0.0754533972055888,0.033899722386386,0.0217774500677581,0.0505499970334233,0.0706299823021357,0.0953299984262983,0.152164842094936,1.12830689170364,21
"surv[1,31]",0.0671137624750499,0.0325111694444052,0.0172439820123667,0.0430824945619594,0.0619299023089816,0.0858599370482331,0.1420673541747,1.12953965291686,21
